"circunscripcion","organismo","fecha","actos_procesales","presentaciones_abogados","causas_iniciadas"
"Federación","Jdo Civ y Com Lab Fam",2021-10-13,56,24,1
"Federación","Jdo Civ y Com Lab Fam",2021-10-14,45,32,1
"Federación","Jdo Civ y Com Lab Fam",2021-10-15,43,53,4
"Federación","Jdo Civ y Com Lab Fam",2021-10-16,3,7,NA
"Federación","Jdo Civ y Com Lab Fam",2021-10-18,49,41,3
"Federación","Jdo Civ y Com Lab Fam",2021-10-19,43,30,NA
"Federación","Jdo Civ y Com Lab Fam",2021-10-20,68,38,1
"Federación","Jdo Civ y Com Lab Fam",2021-10-21,43,26,1
"Federación","Jdo Civ y Com Lab Fam",2021-10-22,60,32,1
"Federación","Jdo Civ y Com Lab Fam",2021-10-23,1,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-10-24,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-10-25,25,22,2
"Federación","Jdo Civ y Com Lab Fam",2021-10-26,72,35,5
"Federación","Jdo Civ y Com Lab Fam",2021-10-27,73,22,2
"Federación","Jdo Civ y Com Lab Fam",2021-10-28,23,25,NA
"Federación","Jdo Civ y Com Lab Fam",2021-10-29,44,20,NA
"Federación","Jdo Civ y Com Lab Fam",2021-10-31,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-11-01,31,9,4
"Federación","Jdo Civ y Com Lab Fam",2021-11-02,31,9,NA
"Federación","Jdo Civ y Com Lab Fam",2021-11-03,36,5,3
"Federación","Jdo Civ y Com Lab Fam",2021-11-04,47,17,1
"Federación","Jdo Civ y Com Lab Fam",2021-11-05,30,6,NA
"Federación","Jdo Civ y Com Lab Fam",2021-11-06,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-11-08,33,5,3
"Federación","Jdo Civ y Com Lab Fam",2021-11-09,28,8,1
"Federación","Jdo Civ y Com Lab Fam",2021-11-10,45,1,2
"Federación","Jdo Civ y Com Lab Fam",2021-11-11,40,35,2
"Federación","Jdo Civ y Com Lab Fam",2021-11-12,11,13,NA
"Federación","Jdo Civ y Com Lab Fam",2021-11-15,41,17,NA
"Federación","Jdo Civ y Com Lab Fam",2021-11-16,NA,18,2
"Federación","Jdo Civ y Com Lab Fam",2021-11-17,29,16,1
"Federación","Jdo Civ y Com Lab Fam",2021-11-18,53,21,1
"Federación","Jdo Civ y Com Lab Fam",2021-11-19,49,12,NA
"Federación","Jdo Civ y Com Lab Fam",2021-11-22,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-11-23,40,18,NA
"Federación","Jdo Civ y Com Lab Fam",2021-11-24,33,18,NA
"Federación","Jdo Civ y Com Lab Fam",2021-11-25,19,17,1
"Federación","Jdo Civ y Com Lab Fam",2021-11-26,51,5,NA
"Federación","Jdo Civ y Com Lab Fam",2021-11-29,17,10,2
"Federación","Jdo Civ y Com Lab Fam",2021-11-30,39,15,2
"Federación","Jdo Civ y Com Lab Fam",2021-12-01,26,7,1
"Federación","Jdo Civ y Com Lab Fam",2021-12-02,26,4,NA
"Federación","Jdo Civ y Com Lab Fam",2021-12-03,23,6,1
"Federación","Jdo Civ y Com Lab Fam",2021-12-06,25,10,2
"Federación","Jdo Civ y Com Lab Fam",2021-12-07,18,8,4
"Federación","Jdo Civ y Com Lab Fam",2021-12-09,33,1,1
"Federación","Jdo Civ y Com Lab Fam",2021-12-10,53,16,3
"Federación","Jdo Civ y Com Lab Fam",2021-12-11,NA,4,NA
"Federación","Jdo Civ y Com Lab Fam",2021-12-13,57,26,NA
"Federación","Jdo Civ y Com Lab Fam",2021-12-14,41,31,NA
"Federación","Jdo Civ y Com Lab Fam",2021-12-15,56,17,1
"Federación","Jdo Civ y Com Lab Fam",2021-12-16,57,27,NA
"Federación","Jdo Civ y Com Lab Fam",2021-12-17,23,16,1
"Federación","Jdo Civ y Com Lab Fam",2021-12-18,NA,7,NA
"Federación","Jdo Civ y Com Lab Fam",2021-12-19,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-12-20,49,16,1
"Federación","Jdo Civ y Com Lab Fam",2021-12-21,58,13,3
"Federación","Jdo Civ y Com Lab Fam",2021-12-22,58,20,9
"Federación","Jdo Civ y Com Lab Fam",2021-12-23,83,20,4
"Federación","Jdo Civ y Com Lab Fam",2021-12-24,2,7,NA
"Federación","Jdo Civ y Com Lab Fam",2021-12-25,NA,5,NA
"Federación","Jdo Civ y Com Lab Fam",2021-12-26,1,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-12-27,60,11,NA
"Federación","Jdo Civ y Com Lab Fam",2021-12-28,35,2,6
"Federación","Jdo Civ y Com Lab Fam",2021-12-29,50,24,9
"Federación","Jdo Civ y Com Lab Fam",2021-12-30,48,25,1
"Federación","Jdo Civ y Com Lab Fam",2021-12-31,NA,14,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-01,3,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-03,7,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-04,9,2,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-05,6,2,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-06,2,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-11,6,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-12,1,15,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-13,1,3,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-14,3,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-17,9,3,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-18,13,7,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-19,5,3,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-20,8,2,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-21,3,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-24,1,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-25,6,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-26,6,2,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-27,5,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-28,1,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2022-01-31,6,4,NA
"Federación","Jdo Civ y Com Lab Fam",2022-02-01,57,73,11
"Federación","Jdo Civ y Com Lab Fam",2022-02-02,29,37,NA
"Federación","Jdo Civ y Com Lab Fam",2022-02-03,2,18,1
"Federación","Jdo Civ y Com Lab Fam",2022-02-04,38,69,1
"Federación","Jdo Civ y Com Lab Fam",2022-02-06,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2022-02-07,29,15,1
"Federación","Jdo Civ y Com Lab Fam",2022-02-08,34,23,2
"Federación","Jdo Civ y Com Lab Fam",2022-02-09,32,23,1
"Federación","Jdo Civ y Com Lab Fam",2022-02-10,52,40,2
"Federación","Jdo Civ y Com Lab Fam",2022-02-11,31,23,NA
"Federación","Jdo Civ y Com Lab Fam",2022-02-12,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-02-13,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-02-14,35,20,5
"Federación","Jdo Civ y Com Lab Fam",2022-02-15,27,20,NA
"Federación","Jdo Civ y Com Lab Fam",2022-02-16,43,32,4
"Federación","Jdo Civ y Com Lab Fam",2022-02-17,43,36,NA
"Federación","Jdo Civ y Com Lab Fam",2022-02-18,21,13,2
"Federación","Jdo Civ y Com Lab Fam",2022-02-20,NA,3,NA
"Federación","Jdo Civ y Com Lab Fam",2022-02-21,39,34,1
"Federación","Jdo Civ y Com Lab Fam",2022-02-22,51,21,4
"Federación","Jdo Civ y Com Lab Fam",2022-02-23,51,47,2
"Federación","Jdo Civ y Com Lab Fam",2022-02-24,46,19,NA
"Federación","Jdo Civ y Com Lab Fam",2022-02-25,50,39,2
"Federación","Jdo Civ y Com Lab Fam",2022-02-28,NA,3,NA
"Federación","Jdo Civ y Com Lab Fam",2022-03-01,1,4,1
"Federación","Jdo Civ y Com Lab Fam",2022-03-02,33,27,3
"Federación","Jdo Civ y Com Lab Fam",2022-03-03,45,49,1
"Federación","Jdo Civ y Com Lab Fam",2022-03-04,42,23,1
"Federación","Jdo Civ y Com Lab Fam",2022-03-05,NA,3,NA
"Federación","Jdo Civ y Com Lab Fam",2022-03-07,31,29,1
"Federación","Jdo Civ y Com Lab Fam",2022-03-08,62,17,3
"Federación","Jdo Civ y Com Lab Fam",2022-03-09,48,29,1
"Federación","Jdo Civ y Com Lab Fam",2022-03-10,46,28,3
"Federación","Jdo Civ y Com Lab Fam",2022-03-11,37,15,3
"Federación","Jdo Civ y Com Lab Fam",2022-03-12,NA,13,NA
"Federación","Jdo Civ y Com Lab Fam",2022-03-13,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-03-14,17,45,1
"Federación","Jdo Civ y Com Lab Fam",2022-03-15,62,76,NA
"Federación","Jdo Civ y Com Lab Fam",2022-03-16,42,13,NA
"Federación","Jdo Civ y Com Lab Fam",2022-03-17,45,10,3
"Federación","Jdo Civ y Com Lab Fam",2022-03-18,9,17,2
"Federación","Jdo Civ y Com Lab Fam",2022-03-19,2,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2022-03-20,NA,6,NA
"Federación","Jdo Civ y Com Lab Fam",2022-03-21,30,7,1
"Federación","Jdo Civ y Com Lab Fam",2022-03-22,41,7,4
"Federación","Jdo Civ y Com Lab Fam",2022-03-23,27,18,1
"Federación","Jdo Civ y Com Lab Fam",2022-03-24,2,2,NA
"Federación","Jdo Civ y Com Lab Fam",2022-03-25,34,7,2
"Federación","Jdo Civ y Com Lab Fam",2022-03-26,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-03-28,35,4,NA
"Federación","Jdo Civ y Com Lab Fam",2022-03-29,19,7,1
"Federación","Jdo Civ y Com Lab Fam",2022-03-30,19,NA,2
"Federación","Jdo Civ y Com Lab Fam",2022-03-31,40,17,NA
"Federación","Jdo Civ y Com Lab Fam",2022-04-01,38,19,1
"Federación","Jdo Civ y Com Lab Fam",2022-04-02,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2022-04-03,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2022-04-04,14,15,1
"Federación","Jdo Civ y Com Lab Fam",2022-04-05,46,19,1
"Federación","Jdo Civ y Com Lab Fam",2022-04-06,48,28,2
"Federación","Jdo Civ y Com Lab Fam",2022-04-07,41,19,NA
"Federación","Jdo Civ y Com Lab Fam",2022-04-08,35,30,NA
"Federación","Jdo Civ y Com Lab Fam",2022-04-11,55,27,2
"Federación","Jdo Civ y Com Lab Fam",2022-04-12,43,29,3
"Federación","Jdo Civ y Com Lab Fam",2022-04-13,51,12,2
"Federación","Jdo Civ y Com Lab Fam",2022-04-14,NA,8,NA
"Federación","Jdo Civ y Com Lab Fam",2022-04-15,2,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2022-04-18,30,23,1
"Federación","Jdo Civ y Com Lab Fam",2022-04-19,34,26,1
"Federación","Jdo Civ y Com Lab Fam",2022-04-20,34,18,5
"Federación","Jdo Civ y Com Lab Fam",2022-04-21,35,18,1
"Federación","Jdo Civ y Com Lab Fam",2022-04-22,38,27,NA
"Federación","Jdo Civ y Com Lab Fam",2022-04-25,18,24,2
"Federación","Jdo Civ y Com Lab Fam",2022-04-26,57,35,NA
"Federación","Jdo Civ y Com Lab Fam",2022-04-27,54,27,NA
"Federación","Jdo Civ y Com Lab Fam",2022-04-28,20,9,3
"Federación","Jdo Civ y Com Lab Fam",2022-04-29,31,10,1
"Federación","Jdo Civ y Com Lab Fam",2022-04-30,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-02,53,22,1
"Federación","Jdo Civ y Com Lab Fam",2022-05-03,22,15,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-04,55,25,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-05,43,15,1
"Federación","Jdo Civ y Com Lab Fam",2022-05-06,30,14,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-09,30,32,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-10,38,14,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-11,44,7,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-12,37,12,2
"Federación","Jdo Civ y Com Lab Fam",2022-05-13,18,5,3
"Federación","Jdo Civ y Com Lab Fam",2022-05-14,2,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-15,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-16,71,11,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-17,16,6,1
"Federación","Jdo Civ y Com Lab Fam",2022-05-18,NA,1,1
"Federación","Jdo Civ y Com Lab Fam",2022-05-19,78,16,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-20,21,11,1
"Federación","Jdo Civ y Com Lab Fam",2022-05-21,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-22,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-23,39,25,4
"Federación","Jdo Civ y Com Lab Fam",2022-05-24,42,24,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-25,NA,13,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-26,46,30,1
"Federación","Jdo Civ y Com Lab Fam",2022-05-27,42,25,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-28,NA,4,NA
"Federación","Jdo Civ y Com Lab Fam",2022-05-30,36,15,2
"Federación","Jdo Civ y Com Lab Fam",2022-05-31,62,18,1
"Federación","Jdo Civ y Com Lab Fam",2022-06-01,25,21,2
"Federación","Jdo Civ y Com Lab Fam",2022-06-02,39,15,NA
"Federación","Jdo Civ y Com Lab Fam",2022-06-03,34,9,NA
"Federación","Jdo Civ y Com Lab Fam",2022-06-06,32,12,NA
"Federación","Jdo Civ y Com Lab Fam",2022-06-07,20,11,2
"Federación","Jdo Civ y Com Lab Fam",2022-06-08,16,30,3
"Federación","Jdo Civ y Com Lab Fam",2022-06-09,28,15,NA
"Federación","Jdo Civ y Com Lab Fam",2022-06-10,44,4,NA
"Federación","Jdo Civ y Com Lab Fam",2022-06-11,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2022-06-12,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2022-06-13,19,10,1
"Federación","Jdo Civ y Com Lab Fam",2022-06-14,31,17,3
"Federación","Jdo Civ y Com Lab Fam",2022-06-15,24,5,2
"Federación","Jdo Civ y Com Lab Fam",2022-06-16,15,7,2
"Federación","Jdo Civ y Com Lab Fam",2022-06-17,NA,3,NA
"Federación","Jdo Civ y Com Lab Fam",2022-06-20,3,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-06-21,18,5,1
"Federación","Jdo Civ y Com Lab Fam",2022-06-22,52,9,3
"Federación","Jdo Civ y Com Lab Fam",2022-06-23,49,30,NA
"Federación","Jdo Civ y Com Lab Fam",2022-06-24,47,17,3
"Federación","Jdo Civ y Com Lab Fam",2022-06-27,33,17,1
"Federación","Jdo Civ y Com Lab Fam",2022-06-28,37,16,1
"Federación","Jdo Civ y Com Lab Fam",2022-06-29,54,21,1
"Federación","Jdo Civ y Com Lab Fam",2022-06-30,51,19,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-01,28,20,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-02,NA,1,1
"Federación","Jdo Civ y Com Lab Fam",2022-07-03,1,NA,1
"Federación","Jdo Civ y Com Lab Fam",2022-07-04,23,12,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-05,52,21,4
"Federación","Jdo Civ y Com Lab Fam",2022-07-06,37,20,1
"Federación","Jdo Civ y Com Lab Fam",2022-07-07,57,11,3
"Federación","Jdo Civ y Com Lab Fam",2022-07-08,58,10,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-12,12,11,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-13,6,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-14,4,4,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-15,1,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-18,5,2,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-19,10,2,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-20,1,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-21,1,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-22,1,1,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-23,2,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2022-07-25,32,6,5
"Federación","Jdo Civ y Com Lab Fam",2022-07-26,39,6,9
"Federal","Jdo Civ y Com Lab",2021-01-06,NA,1,NA
"Federal","Jdo Civ y Com Lab",2021-01-07,1,NA,NA
"Federal","Jdo Civ y Com Lab",2021-01-19,1,NA,NA
"Federal","Jdo Civ y Com Lab",2021-02-01,22,38,3
"Federal","Jdo Civ y Com Lab",2021-02-02,55,21,NA
"Federal","Jdo Civ y Com Lab",2021-02-03,NA,8,NA
"Federal","Jdo Civ y Com Lab",2021-02-04,44,47,NA
"Federal","Jdo Civ y Com Lab",2021-02-05,42,20,NA
"Federal","Jdo Civ y Com Lab",2021-02-06,NA,2,NA
"Federal","Jdo Civ y Com Lab",2021-02-08,28,22,2
"Federal","Jdo Civ y Com Lab",2021-02-09,42,30,NA
"Federal","Jdo Civ y Com Lab",2021-02-10,38,26,NA
"Federal","Jdo Civ y Com Lab",2021-02-11,30,34,NA
"Federal","Jdo Civ y Com Lab",2021-02-12,40,22,2
"Federal","Jdo Civ y Com Lab",2021-02-15,1,4,NA
"Federal","Jdo Civ y Com Lab",2021-02-16,NA,4,NA
"Federal","Jdo Civ y Com Lab",2021-02-17,34,13,1
"Federal","Jdo Civ y Com Lab",2021-02-18,42,32,2
"Federal","Jdo Civ y Com Lab",2021-02-19,44,17,NA
"Federal","Jdo Civ y Com Lab",2021-02-21,NA,2,NA
"Federal","Jdo Civ y Com Lab",2021-02-22,31,30,1
"Federal","Jdo Civ y Com Lab",2021-02-23,29,21,NA
"Federal","Jdo Civ y Com Lab",2021-02-24,26,26,2
"Federal","Jdo Civ y Com Lab",2021-02-25,42,18,1
"Federal","Jdo Civ y Com Lab",2021-02-26,32,24,2
"Federal","Jdo Civ y Com Lab",2021-03-01,31,33,1
"Federal","Jdo Civ y Com Lab",2021-03-02,34,38,NA
"Federal","Jdo Civ y Com Lab",2021-03-03,51,32,NA
"Federal","Jdo Civ y Com Lab",2021-03-04,54,15,2
"Federal","Jdo Civ y Com Lab",2021-03-05,23,20,NA
"Federal","Jdo Civ y Com Lab",2021-03-06,NA,1,NA
"Federal","Jdo Civ y Com Lab",2021-03-08,27,35,1
"Federal","Jdo Civ y Com Lab",2021-03-09,28,26,NA
"Federal","Jdo Civ y Com Lab",2021-03-10,49,15,1
"Federal","Jdo Civ y Com Lab",2021-03-11,32,12,NA
"Federal","Jdo Civ y Com Lab",2021-03-12,31,27,NA
"Federal","Jdo Civ y Com Lab",2021-03-13,NA,4,NA
"Federal","Jdo Civ y Com Lab",2021-03-14,NA,1,NA
"Federal","Jdo Civ y Com Lab",2021-03-15,35,28,1
"Federal","Jdo Civ y Com Lab",2021-03-16,35,16,2
"Federal","Jdo Civ y Com Lab",2021-03-17,49,38,2
"Federal","Jdo Civ y Com Lab",2021-03-18,42,22,1
"Federal","Jdo Civ y Com Lab",2021-03-19,40,16,1
"Federal","Jdo Civ y Com Lab",2021-03-20,NA,2,NA
"Federal","Jdo Civ y Com Lab",2021-03-21,NA,3,NA
"Federal","Jdo Civ y Com Lab",2021-03-22,22,29,NA
"Federal","Jdo Civ y Com Lab",2021-03-23,45,43,1
"Federal","Jdo Civ y Com Lab",2021-03-24,NA,5,NA
"Federal","Jdo Civ y Com Lab",2021-03-25,37,12,NA
"Federal","Jdo Civ y Com Lab",2021-03-26,41,20,4
"Federal","Jdo Civ y Com Lab",2021-03-28,NA,3,NA
"Federal","Jdo Civ y Com Lab",2021-03-29,36,27,NA
"Federal","Jdo Civ y Com Lab",2021-03-30,34,16,2
"Federal","Jdo Civ y Com Lab",2021-03-31,52,28,5
"Federal","Jdo Civ y Com Lab",2021-04-01,NA,1,NA
"Federal","Jdo Civ y Com Lab",2021-04-05,47,17,3
"Federal","Jdo Civ y Com Lab",2021-04-06,40,26,NA
"Federal","Jdo Civ y Com Lab",2021-04-07,53,19,2
"Federal","Jdo Civ y Com Lab",2021-04-08,34,37,1
"Federal","Jdo Civ y Com Lab",2021-04-09,46,21,1
"Federal","Jdo Civ y Com Lab",2021-04-10,1,11,NA
"Federal","Jdo Civ y Com Lab",2021-04-11,NA,3,NA
"Federal","Jdo Civ y Com Lab",2021-04-12,35,19,1
"Federal","Jdo Civ y Com Lab",2021-04-13,24,26,NA
"Federal","Jdo Civ y Com Lab",2021-04-14,62,20,2
"Federal","Jdo Civ y Com Lab",2021-04-15,38,34,3
"Federal","Jdo Civ y Com Lab",2021-04-16,57,18,1
"Federal","Jdo Civ y Com Lab",2021-04-17,2,NA,NA
"Federal","Jdo Civ y Com Lab",2021-04-19,27,22,1
"Federal","Jdo Civ y Com Lab",2021-04-20,48,31,1
"Federal","Jdo Civ y Com Lab",2021-04-21,38,24,1
"Federal","Jdo Civ y Com Lab",2021-04-22,32,34,NA
"Federal","Jdo Civ y Com Lab",2021-04-23,48,38,1
"Federal","Jdo Civ y Com Lab",2021-04-24,1,3,NA
"Federal","Jdo Civ y Com Lab",2021-04-26,43,28,NA
"Federal","Jdo Civ y Com Lab",2021-04-27,40,28,2
"Federal","Jdo Civ y Com Lab",2021-04-28,61,24,2
"Federal","Jdo Civ y Com Lab",2021-04-29,13,13,2
"Federal","Jdo Civ y Com Lab",2021-04-30,52,15,2
"Federal","Jdo Civ y Com Lab",2021-05-01,NA,2,NA
"Federal","Jdo Civ y Com Lab",2021-05-03,34,35,NA
"Federal","Jdo Civ y Com Lab",2021-05-04,62,27,3
"Federal","Jdo Civ y Com Lab",2021-05-05,36,18,NA
"Federal","Jdo Civ y Com Lab",2021-05-06,28,20,4
"Federal","Jdo Civ y Com Lab",2021-05-07,46,15,NA
"Federal","Jdo Civ y Com Lab",2021-05-08,NA,3,NA
"Federal","Jdo Civ y Com Lab",2021-05-09,NA,13,NA
"Federal","Jdo Civ y Com Lab",2021-05-10,33,16,1
"Federal","Jdo Civ y Com Lab",2021-05-11,40,34,2
"Federal","Jdo Civ y Com Lab",2021-05-12,44,22,NA
"Federal","Jdo Civ y Com Lab",2021-05-13,23,10,1
"Federal","Jdo Civ y Com Lab",2021-05-14,43,31,3
"Federal","Jdo Civ y Com Lab",2021-05-15,NA,1,NA
"Federal","Jdo Civ y Com Lab",2021-05-16,NA,2,NA
"Federal","Jdo Civ y Com Lab",2021-05-17,49,35,4
"Federal","Jdo Civ y Com Lab",2021-05-18,68,39,1
"Federal","Jdo Civ y Com Lab",2021-05-19,45,29,2
"Federal","Jdo Civ y Com Lab",2021-05-20,4,1,1
"Federal","Jdo Civ y Com Lab",2021-05-21,42,20,2
"Federal","Jdo Civ y Com Lab",2021-05-22,NA,3,NA
"Federal","Jdo Civ y Com Lab",2021-05-25,NA,2,NA
"Federal","Jdo Civ y Com Lab",2021-05-26,36,26,NA
"Federal","Jdo Civ y Com Lab",2021-05-27,5,19,NA
"Federal","Jdo Civ y Com Lab",2021-05-28,51,22,2
"Federal","Jdo Civ y Com Lab",2021-05-30,NA,3,NA
"Federal","Jdo Civ y Com Lab",2021-05-31,59,24,1
"Federal","Jdo Civ y Com Lab",2021-06-01,39,31,2
"Federal","Jdo Civ y Com Lab",2021-06-02,68,18,2
"Federal","Jdo Civ y Com Lab",2021-06-03,28,7,NA
"Federal","Jdo Civ y Com Lab",2021-06-04,16,14,NA
"Federal","Jdo Civ y Com Lab",2021-06-05,NA,2,NA
"Federal","Jdo Civ y Com Lab",2021-06-06,NA,3,NA
"Federal","Jdo Civ y Com Lab",2021-06-07,35,21,NA
"Federal","Jdo Civ y Com Lab",2021-06-08,40,9,1
"Federal","Jdo Civ y Com Lab",2021-06-09,53,20,NA
"Federal","Jdo Civ y Com Lab",2021-06-10,23,26,2
"Federal","Jdo Civ y Com Lab",2021-06-11,32,42,NA
"Federal","Jdo Civ y Com Lab",2021-06-12,NA,5,NA
"Federal","Jdo Civ y Com Lab",2021-06-14,49,28,NA
"Federal","Jdo Civ y Com Lab",2021-06-15,47,23,4
"Federal","Jdo Civ y Com Lab",2021-06-16,48,24,3
"Federal","Jdo Civ y Com Lab",2021-06-17,51,34,1
"Federal","Jdo Civ y Com Lab",2021-06-18,66,37,2
"Federal","Jdo Civ y Com Lab",2021-06-21,NA,4,NA
"Federal","Jdo Civ y Com Lab",2021-06-22,43,19,3
"Federal","Jdo Civ y Com Lab",2021-06-23,32,6,1
"Federal","Jdo Civ y Com Lab",2021-06-24,37,26,1
"Federal","Jdo Civ y Com Lab",2021-06-25,32,28,1
"Federal","Jdo Civ y Com Lab",2021-06-28,8,16,2
"Federal","Jdo Civ y Com Lab",2021-06-29,8,18,NA
"Federal","Jdo Civ y Com Lab",2021-06-30,6,27,NA
"Federal","Jdo Civ y Com Lab",2021-07-01,4,14,NA
"Federal","Jdo Civ y Com Lab",2021-07-02,11,9,2
"Federal","Jdo Civ y Com Lab",2021-07-03,NA,1,NA
"Federal","Jdo Civ y Com Lab",2021-07-04,NA,1,NA
"Federal","Jdo Civ y Com Lab",2021-07-05,92,20,3
"Federal","Jdo Civ y Com Lab",2021-07-06,45,27,3
"Federal","Jdo Civ y Com Lab",2021-07-07,49,25,NA
"Federal","Jdo Civ y Com Lab",2021-07-08,42,21,NA
"Federal","Jdo Civ y Com Lab",2021-07-25,NA,3,NA
"Federal","Jdo Civ y Com Lab",2021-07-26,73,60,2
"Federal","Jdo Civ y Com Lab",2021-07-27,79,24,3
"Federal","Jdo Civ y Com Lab",2021-07-28,51,42,2
"Federal","Jdo Civ y Com Lab",2021-07-29,52,32,1
"Federal","Jdo Civ y Com Lab",2021-07-30,53,29,2
"Federal","Jdo Civ y Com Lab",2021-07-31,NA,2,NA
"Federal","Jdo Civ y Com Lab",2021-08-01,NA,2,NA
"Federal","Jdo Civ y Com Lab",2021-08-02,53,25,2
"Federal","Jdo Civ y Com Lab",2021-08-03,48,34,3
"Federal","Jdo Civ y Com Lab",2021-08-04,57,16,NA
"Federal","Jdo Civ y Com Lab",2021-08-05,58,38,NA
"Federal","Jdo Civ y Com Lab",2021-08-06,46,31,NA
"Federal","Jdo Civ y Com Lab",2021-08-07,NA,2,NA
"Federal","Jdo Civ y Com Lab",2021-08-09,62,27,NA
"Federal","Jdo Civ y Com Lab",2021-08-10,44,38,NA
"Federal","Jdo Civ y Com Lab",2021-08-11,39,22,1
"Federal","Jdo Civ y Com Lab",2021-08-12,66,38,NA
"Federal","Jdo Civ y Com Lab",2021-08-13,62,24,NA
"Federal","Jdo Civ y Com Lab",2021-08-14,NA,12,NA
"Federal","Jdo Civ y Com Lab",2021-08-17,35,32,2
"Federal","Jdo Civ y Com Lab",2021-08-18,49,34,2
"Federal","Jdo Civ y Com Lab",2021-08-19,44,24,1
"Federal","Jdo Civ y Com Lab",2021-08-20,43,28,3
"Federal","Jdo Civ y Com Lab",2021-08-21,NA,2,NA
"Federal","Jdo Civ y Com Lab",2021-08-22,NA,2,NA
"Federal","Jdo Civ y Com Lab",2021-08-23,47,26,NA
"Federal","Jdo Civ y Com Lab",2021-08-24,41,26,1
"Federal","Jdo Civ y Com Lab",2021-08-25,48,31,5
"Federal","Jdo Civ y Com Lab",2021-08-26,42,24,3
